"Scenario","Species","Group","Item","Mean","StDev","Lower95","Upper95"
"Zero mortality","Goats","Adult","Value of Offtake",24529769121.4666,6339567991.83118,12875833674.4093,37688879160.1711
"Zero mortality","Goats","Adult Female","Feed Cost",20000076144.2609,2721174429.03645,14766874349.1763,25408687302.7502
"Zero mortality","Goats","Adult Female","Gross Margin",16650866787.6273,12440465774.1683,-7640219877.31675,40772247712.8917
"Zero mortality","Goats","Adult Female","Health Cost",0,0,0,0
"Zero mortality","Goats","Adult Female","Labour Cost",5490081824.08976,575307746.279969,4378839432.21371,6593927932.50917
"Zero mortality","Goats","Adult Female","Population",2242699.34533254,15418.3699257964,2212609.24385688,2272383.49031635
"Zero mortality","Goats","Adult Female","Value of Herd Increase",30530011282.0732,9197372478.77717,12551377113.0672,48287298000.0051
"Zero mortality","Goats","Adult Female","Value of Manure",1367987854.86129,60680481.7092836,1267315786.18069,1467859313.77335
"Zero mortality","Goats","Adult Female","Value of Offtake",9871809106.73296,3043903993.97084,4011472477.31771,15918086072.2571
"Zero mortality","Goats","Adult Male","Feed Cost",3952937816.09839,604454359.819414,2818522933.50977,5180177043.61196
"Zero mortality","Goats","Adult Male","Gross Margin",31226420612.7126,12500575118.2385,7110325962.34487,55765813787.4596
"Zero mortality","Goats","Adult Male","Health Cost",0,0,0,0
"Zero mortality","Goats","Adult Male","Labour Cost",980478345.549017,123318689.257859,744839832.229553,1227250893.32573
"Zero mortality","Goats","Adult Male","Population",507891.289358299,47897.0745234008,411552.253749242,597076.263859598
"Zero mortality","Goats","Adult Male","Value of Herd Increase",21256735566.9767,7737908757.56159,6978716737.85222,37059420756.1414
"Zero mortality","Goats","Adult Male","Value of Manure",245141192.649568,17994334.1295073,210424847.375384,279668289.850777
"Zero mortality","Goats","Adult Male","Value of Offtake",14657960014.7337,5559997675.0342,4646896370.81621,26472963580.8653
"Zero mortality","Goats","Juvenile","Feed Cost",3113400833.51301,328978878.307108,2483460684.64878,3767351446.19266
"Zero mortality","Goats","Juvenile","Gross Margin",-4089904298.92844,541617740.12039,-5147016178.1018,-3045988431.30292
"Zero mortality","Goats","Juvenile","Health Cost",0,0,0,0
"Zero mortality","Goats","Juvenile","Labour Cost",1460770085.16119,108313090.268198,1249662732.76984,1672963157.47622
"Zero mortality","Goats","Juvenile","Population",1116205.11839744,29717.7902243608,1058063.1476585,1174486.70918772
"Zero mortality","Goats","Juvenile","Value of Herd Increase",241596812.751081,454681929.380089,-654663947.151056,1139813313.50863
"Zero mortality","Goats","Juvenile","Value of Manure",242669806.994681,8684703.92669939,226173228.260989,259823065.278681
"Zero mortality","Goats","Juvenile","Value of Offtake",0,0,0,0
"Zero mortality","Goats","Juvenile Female","Feed Cost",1585885473.2393,239023379.261169,1124251102.26525,2055208757.06035
"Zero mortality","Goats","Juvenile Female","Gross Margin",-2719947686.03592,346410515.684817,-3449747107.49056,-2092774359.0147
"Zero mortality","Goats","Juvenile Female","Health Cost",0,0,0,0
"Zero mortality","Goats","Juvenile Female","Labour Cost",792727587.225797,82477589.8544835,633525213.066583,950751797.467464
"Zero mortality","Goats","Juvenile Female","Population",585150.384038503,15094.1638042864,555658.445745261,614761.743552824
"Zero mortality","Goats","Juvenile Female","Value of Herd Increase",-472601121.395343,256431248.222898,-1062991895.32747,-68357844.6338776
"Zero mortality","Goats","Juvenile Female","Value of Manure",131266495.824519,6191021.05809714,120803754.069664,142376881.368187
"Zero mortality","Goats","Juvenile Female","Value of Offtake",0,0,0,0
"Zero mortality","Goats","Juvenile Male","Feed Cost",1527515360.27371,221674139.536183,1112289782.28731,1972220044.43574
"Zero mortality","Goats","Juvenile Male","Gross Margin",-1369956612.89252,371234204.403408,-2072107366.8192,-620187980.756072
"Zero mortality","Goats","Juvenile Male","Health Cost",0,0,0,0
"Zero mortality","Goats","Juvenile Male","Labour Cost",668042497.935395,69522018.8728415,533977864.810661,802675226.70027
"Zero mortality","Goats","Juvenile Male","Population",531054.734358941,14630.6425066208,502514.299162534,559834.598774442
"Zero mortality","Goats","Juvenile Male","Value of Herd Increase",714197934.146424,303892027.066828,175045270.350148,1357599774.63975
"Zero mortality","Goats","Juvenile Male","Value of Manure",111403311.170162,5282011.66640529,102206145.17999,120818412.047615
"Zero mortality","Goats","Juvenile Male","Value of Offtake",0,0,0,0
"Zero mortality","Goats","Overall","Feed Cost",34165210438.384,2909186277.93749,28518028998.5699,39859249618.6464
"Zero mortality","Goats","Overall","Gross Margin",40702550240.0386,17814393994.4579,5837665126.67391,76557388921.4954
"Zero mortality","Goats","Overall","Health Cost",0,0,0,0
"Zero mortality","Goats","Overall","Labour Cost",9231857253.66437,605668633.54784,8033403939.28374,10427262388.5399
"Zero mortality","Goats","Overall","Population",4774725.04103908,76200.0238497774,4624812.88084753,4926158.89897729
"Zero mortality","Goats","Overall","Value of Herd Increase",48530557053.8512,12199075396.9311,25384520973.0119,73446845901.3757
"Zero mortality","Goats","Overall","Value of Manure",2291192621.26527,66737992.0814097,2170068310.45401,2411297639.6794
"Zero mortality","Goats","Overall","Value of Milk",371216512.31041,173764789.322399,117966174.650165,786739731.97776
"Zero mortality","Goats","Overall","Value of Offtake",32906651744.6601,6829403995.20747,20227305273.394,46768701158.5425
"Zero mortality","Goats","Subadult","Feed Cost",7098795644.51174,724001946.259501,5707147273.51555,8582250791.00253
"Zero mortality","Goats","Subadult","Gross Margin",-3084832861.37274,2154650864.76024,-6982860092.91239,1493522288.39239
"Zero mortality","Goats","Subadult","Health Cost",0,0,0,0
"Zero mortality","Goats","Subadult","Labour Cost",1300526998.8644,99061446.3972906,1109232356.17854,1495637205.51972
"Zero mortality","Goats","Subadult","Population",907929.287950793,24534.8558367693,857333.494354913,955515.358200861
"Zero mortality","Goats","Subadult","Value of Herd Increase",-3497786607.94984,1125851277.61944,-5892408344.61474,-1581020240.90724
"Zero mortality","Goats","Subadult","Value of Manure",435393766.759734,15616399.0977134,406033870.587274,465815119.958176
"Zero mortality","Goats","Subadult","Value of Offtake",8376882623.19349,2759043231.91184,3333952829.62465,14189343462.5527
"Zero mortality","Goats","Subadult Female","Feed Cost",3462499412.6534,491805790.072042,2531509892.90701,4451661675.96881
"Zero mortality","Goats","Subadult Female","Gross Margin",-3647397761.08436,552771906.525384,-4731422336.81073,-2604544041.92801
"Zero mortality","Goats","Subadult Female","Health Cost",0,0,0,0
"Zero mortality","Goats","Subadult Female","Labour Cost",773029890.680514,78989567.9391011,619550826.816343,926071194.099201
"Zero mortality","Goats","Subadult Female","Population",529763.443086822,8272.41409642891,513577.312789027,546263.975994656
"Zero mortality","Goats","Subadult Female","Value of Herd Increase",-1929494409.19256,695008305.820082,-3374405613.22572,-619804806.647729
"Zero mortality","Goats","Subadult Female","Value of Manure",258708063.873401,11614804.6965366,239658369.188831,278481415.920861
"Zero mortality","Goats","Subadult Female","Value of Offtake",2258917887.56872,763715582.080548,743062807.207522,3770967832.97583
"Zero mortality","Goats","Subadult Male","Feed Cost",3636296231.85834,527763701.905983,2638286166.80234,4695841260.20654
"Zero mortality","Goats","Subadult Male","Gross Margin",562564899.711613,2062955871.20427,-3245408723.18679,4892850958.40014
"Zero mortality","Goats","Subadult Male","Health Cost",0,0,0,0
"Zero mortality","Goats","Subadult Male","Labour Cost",527497108.183882,59055937.6880443,410702526.482967,644662672.440685
"Zero mortality","Goats","Subadult Male","Population",378165.844863972,20661.2128639304,334786.142915313,416653.832390864
"Zero mortality","Goats","Subadult Male","Value of Herd Increase",-1568292198.75727,850511971.085234,-3506395334.51618,-245539252.769605
"Zero mortality","Goats","Subadult Male","Value of Manure",176685702.886332,10071687.6723965,157980531.753031,196287565.89148
"Zero mortality","Goats","Subadult Male","Value of Offtake",6117964735.62477,2661212710.81866,1335313717.24226,11789853907.9917
"Zero mortality","Sheep","Adult","Feed Cost",50356173782.4756,6082799544.45483,38815283176.9432,62781775027.393
"Zero mortality","Sheep","Adult","Gross Margin",85625170623.7099,36784098666.8442,11137215651.5813,157737700510.937
"Zero mortality","Sheep","Adult","Health Cost",0,0,0,0
"Zero mortality","Sheep","Adult","Labour Cost",9232702140.27154,837201289.650203,7587067116.67921,10877268608.6421
"Zero mortality","Sheep","Adult","Population",3497602.90807778,48246.6840067447,3403956.39021679,3593328.74257759
"Zero mortality","Sheep","Adult","Value of Herd Increase",46753754908.4462,11792479040.7315,23774173606.5847,70588317110.0718
"Zero mortality","Sheep","Adult","Value of Manure",2306100821.25196,91500841.38902,2148298823.71641,2463519224.67724
"Zero mortality","Sheep","Adult","Value of Offtake",96097428815.9538,25674668299.4836,45413704698.6245,147107976971.286
"Zero mortality","Sheep","Adult Female","Feed Cost",42666651840.1663,5967785658.69004,31347352669.288,55040517080.9645
"Zero mortality","Sheep","Adult Female","Gross Margin",3023061149.9172,17557220532.4097,-30804413493.9726,36667882494.3202
"Zero mortality","Sheep","Adult Female","Health Cost",0,0,0,0
"Zero mortality","Sheep","Adult Female","Labour Cost",7935768711.28544,821546226.911029,6333767877.41326,9537203059.85235
"Zero mortality","Sheep","Adult Female","Population",2969648.18803324,37904.8777828646,2895001.12802528,3042676.17060509
"Zero mortality","Sheep","Adult Female","Value of Herd Increase",22205267571.4695,7492982113.15911,8014180253.75852,37481645268.1741
"Zero mortality","Sheep","Adult Female","Value of Manure",1982058334.56548,89704308.5260863,1832894985.57686,2134362836.68719
"Zero mortality","Sheep","Adult Female","Value of Offtake",29381393794.5288,9683949153.51251,10953450719.7274,48817971331.4932
"Zero mortality","Sheep","Adult Male","Feed Cost",7689521942.30932,1094809276.07935,5650368126.18502,9935936163.1909
"Zero mortality","Sheep","Adult Male","Gross Margin",82602109473.7927,32286590729.8182,18257749567.4155,145174447303.642
"Zero mortality","Sheep","Adult Male","Health Cost",0,0,0,0
"Zero mortality","Sheep","Adult Male","Labour Cost",1296933428.98609,145476238.634907,1018406470.45111,1576619735.58732
"Zero mortality","Sheep","Adult Male","Population",527954.720044543,28687.3709511905,470405.543552699,582994.46404926
"Zero mortality","Sheep","Adult Male","Value of Herd Increase",24548487336.9767,9106986685.43161,7383445701.07179,42972213629.4037
"Zero mortality","Sheep","Adult Male","Value of Manure",324042486.686481,18286504.102247,290839692.079639,359234981.739439
"Zero mortality","Sheep","Adult Male","Value of Offtake",66716035021.425,23810987101.6206,19945693466.6581,113670621511.447
"Zero mortality","Sheep","Juvenile","Feed Cost",6331507135.74273,696203060.131395,5019831475.90873,7733250563.97182
"Zero mortality","Sheep","Juvenile","Gross Margin",-3638820668.61709,1524516667.4312,-6504235019.042,-581623727.4276
"Zero mortality","Sheep","Juvenile","Health Cost",0,0,0,0
"Zero mortality","Sheep","Juvenile","Labour Cost",1571578783.03332,118489223.63528,1334493282.36628,1800519361.63687
"Zero mortality","Sheep","Juvenile","Population",1201046.41327049,28789.009570269,1145370.63713951,1257235.7367346
"Zero mortality","Sheep","Juvenile","Value of Herd Increase",4001497530.68228,1372622736.92396,1530568438.75467,6839143256.80734
"Zero mortality","Sheep","Juvenile","Value of Manure",262767719.476676,8997766.96879698,245498298.140772,279887537.66946
"Zero mortality","Sheep","Juvenile","Value of Offtake",0,0,0,0
"Zero mortality","Sheep","Juvenile Female","Feed Cost",2394489140.90532,405785426.936886,1663952637.92357,3246103009.05571
"Zero mortality","Sheep","Juvenile Female","Gross Margin",-2050217428.26066,587043761.601728,-3192461633.72697,-869725959.556123
"Zero mortality","Sheep","Juvenile Female","Health Cost",0,0,0,0
"Zero mortality","Sheep","Juvenile Female","Labour Cost",802778125.027533,83984398.6053521,641802923.069823,966364276.515043
"Zero mortality","Sheep","Juvenile Female","Population",608832.071930575,14465.3874128452,580331.29715179,636764.710330303
"Zero mortality","Sheep","Juvenile Female","Value of Herd Increase",1013027414.95464,431585515.645165,234525051.043203,1935381074.51805
"Zero mortality","Sheep","Juvenile Female","Value of Manure",134022422.717555,6265747.11756309,123221645.461597,145025703.091266
"Zero mortality","Sheep","Juvenile Female","Value of Offtake",0,0,0,0
"Zero mortality","Sheep","Juvenile Male","Feed Cost",3937017994.83741,558705050.934071,2889891407.40756,5034884376.47241
"Zero mortality","Sheep","Juvenile Male","Gross Margin",-1588603240.35643,1370290977.50295,-4229099461.10426,1140405322.43337
"Zero mortality","Sheep","Juvenile Male","Health Cost",0,0,0,0
"Zero mortality","Sheep","Juvenile Male","Labour Cost",768800658.005783,81568597.3652247,609274659.757112,922063308.306305
"Zero mortality","Sheep","Juvenile Male","Population",592214.341339914,14411.1623333808,564250.668758238,620461.931557991
"Zero mortality","Sheep","Juvenile Male","Value of Herd Increase",2988470115.72764,1255530835.22317,639360947.70399,5537581446.98467
"Zero mortality","Sheep","Juvenile Male","Value of Manure",128745296.759121,5996822.2705083,118224489.000512,139400796.868183
"Zero mortality","Sheep","Juvenile Male","Value of Offtake",0,0,0,0
"Zero mortality","Sheep","Overall","Feed Cost",69678031472.4018,6254671219.34424,57989723402.2549,82365429269.1924
"Zero mortality","Sheep","Overall","Gross Margin",76956513565.7677,36921940645.0145,2405166745.08656,149774647290.239
"Zero mortality","Sheep","Overall","Health Cost",0,0,0,0
"Zero mortality","Sheep","Overall","Labour Cost",12215691712.5908,854202222.595756,10530465685.0542,13901528542.5243
"Zero mortality","Sheep","Overall","Population",5691747.04241321,74656.9728150075,5546096.5868709,5844351.44357388
"Zero mortality","Sheep","Overall","Value of Herd Increase",42160560207.2127,12300850600.5726,18517592819.8165,67034559635.11
"Zero mortality","Sheep","Overall","Value of Manure",3040018834.42703,93847450.0108099,2876195997.49789,3206318639.44737
"Zero mortality","Sheep","Overall","Value of Milk",56762000.8051088,30907498.7866959,15679135.1474025,132914786.508251
"Zero mortality","Sheep","Overall","Value of Offtake",113592895708.315,26237625665.1177,62217872125.2459,164843207842.373
"Zero mortality","Sheep","Subadult","Feed Cost",12990350554.1835,1271448353.70289,10573312572.7176,15536943430.0884
"Zero mortality","Sheep","Subadult","Gross Margin",-5029836389.32517,3501203737.77122,-11526723650.4363,2016648162.31059
"Zero mortality","Sheep","Subadult","Health Cost",0,0,0,0
"Zero mortality","Sheep","Subadult","Labour Cost",1411410789.28595,104664105.905597,1201844203.05609,1618526236.99733
"Zero mortality","Sheep","Subadult","Population",993097.721064943,16685.5659437564,960280.31130055,1025885.90719973
"Zero mortality","Sheep","Subadult","Value of Herd Increase",-8594692231.91578,2679581076.81103,-14108473319.169,-3659925907.06395
"Zero mortality","Sheep","Subadult","Value of Manure",471150293.698399,15279144.9879635,442214099.048735,500489240.429008
"Zero mortality","Sheep","Subadult","Value of Offtake",17495466892.3617,5648947634.36946,6863027876.39587,28836445478.4015
"Zero mortality","Sheep","Subadult Female","Feed Cost",6839935697.67541,954799572.343844,5036492649.12482,8772543729.56535
"Zero mortality","Sheep","Subadult Female","Gross Margin",-6387025113.50239,1082975860.3011,-8546568823.14873,-4270033096.88793
"Zero mortality","Sheep","Subadult Female","Health Cost",0,0,0,0
"Zero mortality","Sheep","Subadult Female","Labour Cost",768301218.47442,80675256.1870075,614478985.418302,926160875.838986
"Zero mortality","Sheep","Subadult Female","Population",546961.726873916,8765.502450862,529911.355975237,564442.77546039
"Zero mortality","Sheep","Subadult Female","Value of Herd Increase",-2460850219.80091,991004023.491291,-4498586158.41831,-622928265.690314
"Zero mortality","Sheep","Subadult Female","Value of Manure",256979654.226792,11544268.6386819,237745014.04663,276706387.415807
"Zero mortality","Sheep","Subadult Female","Value of Offtake",3425082368.22155,1291614572.20001,894100562.263432,5969019630.70193
"Zero mortality","Sheep","Subadult Male","Feed Cost",6150414856.50812,844219373.277288,4515635857.30991,7863839780.50389
"Zero mortality","Sheep","Subadult Male","Gross Margin",1357188724.17723,3274453804.82563,-4761144935.15626,7937780767.21926
"Zero mortality","Sheep","Subadult Male","Health Cost",0,0,0,0
"Zero mortality","Sheep","Subadult Male","Labour Cost",643109570.81153,66736505.2461964,513095739.859683,772751754.317975
"Zero mortality","Sheep","Subadult Male","Population",446135.994191028,9048.48929935033,428329.957004368,464051.475874752
"Zero mortality","Sheep","Subadult Male","Value of Herd Increase",-6133842012.11487,2439058734.34068,-11148597770.2162,-1556412145.17199
"Zero mortality","Sheep","Subadult Male","Value of Manure",214170639.471606,9921576.99769246,197321011.098845,231262741.095079
"Zero mortality","Sheep","Subadult Male","Value of Offtake",14070384524.1401,5501176900.35452,3556886161.27648,25116113417.7009
